Date,log_oil_usd,log_gold_usd,log_usd_inr,log_oil_inr,log_gold_inr
2013-10-01,4.692081557977388,7.182792744275833,4.1207576451737165,8.812839203151105,11.30355038944955
2013-11-01,4.680184889793537,7.151375740016951,4.135452915737705,8.815637805531242,11.286828655754656
2013-12-01,4.707365698302761,7.107844714636442,4.124081342152185,8.831447040454947,11.231926056788627
2014-01-01,4.683241721408247,7.126304291549603,4.128837772166837,8.812079493575084,11.255142063716441
2014-02-01,4.690430029938915,7.169796414325958,4.129779271344375,8.82020930128329,11.299575685670332
2014-03-01,4.6773047837472905,7.197495232543362,4.110014478613858,8.787319262361148,11.30750971115722
2014-04-01,4.679906532102109,7.1689265243930045,4.100101293734461,8.78000782583657,11.269027818127466
2014-05-01,4.696289779355575,7.161420275844227,4.082344515469154,8.778634294824728,11.24376479131338
2014-06-01,4.716711560720999,7.153911984605347,4.089946571891607,8.806658132612606,11.243858556496955
2014-07-01,4.670676988190211,7.1782326964832,4.095936627546607,8.766613615736818,11.274169324029806
2014-08-01,4.62114195549779,7.166366355195677,4.108802868682792,8.729944824180581,11.27516922387847
2014-09-01,4.575638383382054,7.1200805228604676,4.109193765072306,8.68483214845436,11.229274287932775
2014-10-01,4.470838473192799,7.108645041356471,4.1168689723007725,8.587707445493573,11.225514013657243
2014-11-01,4.375002019736917,7.069304238210812,4.122005123814868,8.497007143551786,11.19130936202568
2014-12-01,4.132603274339191,7.090593369016492,4.138474678867531,8.271077953206722,11.229068047884024
2015-01-01,3.8661884690843467,7.131498650368314,4.129228964075603,7.9954174331599495,11.260727614443917
2015-02-01,4.062165663857866,7.112392642259507,4.126981147498367,8.189146811356233,11.239373789757874
2015-03-01,4.023385473281607,7.072108026008257,4.134854508060229,8.158239981341836,11.206962534068486
2015-04-01,4.086312390524837,7.089184771338233,4.137426401368934,8.223738791893771,11.226611172707166
2015-05-01,4.160132302760104,7.088934516911594,4.154420013664242,8.314552316424347,11.243354530575836
2015-06-01,4.118711918670395,7.074540096626962,4.155453772488937,8.274165691159332,11.2299938691159
2015-07-01,4.0353020215883175,7.0284762169962,4.152684222560061,8.187986244148378,11.181160439556262
2015-08-01,3.839882327650464,7.019234039948046,4.175880001371285,8.015762329021749,11.19511404131933
2015-09-01,3.8632528410587166,7.025333849292462,4.1921773152373465,8.055430156296064,11.217511164529808
2015-10-01,3.880119456415138,7.05552852327157,4.174790265605034,8.054909722020172,11.230318788876604
2015-11-01,3.7903072467440495,6.990661574977886,4.191168746857641,7.98147599360169,11.181830321835527
2015-12-01,3.6378492830011573,6.980764075835391,4.197236533529876,7.835085816531033,11.178000609365267
2016-01-01,3.4242626545931514,7.001163651496865,4.209653428533115,7.633916083126266,11.21081708002998
2016-02-01,3.471345141564237,7.0896600822797495,4.22302357607569,7.694368717639927,11.31268365835544
2016-03-01,3.6430972614588084,7.127003252376,4.203062933965798,7.8461601954246065,11.330066186341798
2016-04-01,3.727619282429867,7.124687580359468,4.196026821381075,7.923646103810942,11.320714401740544
2016-05-01,3.844600329110712,7.139620684108216,4.203042004143492,8.047642333254203,11.342662688251707
2016-06-01,3.876395827784995,7.151798894404089,4.208647475196136,8.08504330298113,11.360446369600224
2016-07-01,3.8055507609176296,7.197929244088895,4.207048052135185,8.012598813052815,11.40497729622408
